name,rating,phone,address,website,rating_quality,price,hotel_id
Onde Pepe Hostel,4.5,,"Carrera 3 # 12C-94 La Candelaria, Bogota 110921 Colombia",https://www.tripadvisor.com,Excellent,90750.0,3484738
GHL Hotel Hamilton,4.5,,"Carrera 14 No. 81-20, Bogota Colombia",https://www.tripadvisor.com,Excellent,333411.0,307338
CityFlats,4.5,,"Carrera 8 No 81-31, Bogota 110411 Colombia",https://www.tripadvisor.com,Excellent,353333.0,7821761
Arche Noah,4.5,,"Calle 12f # 2-09, Bogota 250055 Colombia",https://www.tripadvisor.com,Excellent,96000.0,7905044
El Yarumo,4.0,,"Calle 12 1 59 Barrio La Candelario, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,110000.0,12487995
Hotel Expo Hotel Ferial,4.0,,"Carrera 37 25a 57, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,87900.0,8845157
Hotel Dorado Plaza Bogota,3.0,,"Clle 25 No.31A - 15 B/ Gran America, Bogota Colombia",https://www.tripadvisor.com,Average,79508.0,2521547
Hotel Real Estacion,3.5,,"Carrera 40 25 -72, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,81955.0,2667862
Hotel Suamox,4.0,,"Calle 38 16 07, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,,4606157
Hotel Inter Bogota,4.0,,"Carrera 3 20 17, Bogota 110311 Colombia",https://www.tripadvisor.com,Very good,138993.0,562563
Hotel 122 Plaza Aparthotel,4.0,,"Carrera 15 A No 122-27, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,229456.0,2312532
Ayenda 1036 BOG Urban,4.5,,"Calle 25 bis # 39a-16, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,149799.0,12230532
Picasso Hotel,4.0,,"Cra 45A No 129-30, Bogota Colombia",https://www.tripadvisor.com,Very good,146970.0,2243391
Hotel Museo San Moritz,4.0,,"Calle 17 #480, Bogota 110321 Colombia",https://www.tripadvisor.com,Very good,175813.0,18930466
Aparta Hotel Victoria In,4.5,,"Calle 25D # 101b -30, Bogota 110311 Colombia",https://www.tripadvisor.com,Excellent,78000.0,14002076
Hotel Bogota Virrey,3.5,,"Carrera 15 87 - 06, Bogota 110221 Colombia",https://www.tripadvisor.com,Very good,150444.0,7953190
Ayenda 1024 Agora Inn,4.0,,"Calle 24b 44a 53, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,111276.0,16736585
Hotel Boutique Embajada de la Feria,4.0,,"Carrera 24d 40 - 49, Bogota 110621 Colombia",https://www.tripadvisor.com,Very good,53118.0,3243442
Hotel Regency Boutique La Feria,3.5,,"Carrera 43 22 03, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,156420.0,17484398
Ayenda 1069 Alfay,1.0,,"Tv 96 G, Fontibon Bogota Transversal 96 G 16 - 52, Bogota 110921 Colombia",https://www.tripadvisor.com,Terrible,96895.0,13806530
Hotel Egina Bogota,3.5,,"Cr 14A # 119-16, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,160831.0,1163560
GIO Suites Parque 93 Bogota,4.5,,"Calle 93a 9a 53, Bogota 110221 Colombia",https://www.tripadvisor.com,Excellent,184679.0,306519
Hotel Grand Plaza Corferias,4.0,,"Carrera 40 24 31 Sector Corferias, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,162350.0,2545182
Hotel Arena Plaza,4.5,,"Av Cra 30 # 51-80 Teusaquillo, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,80000.0,17348340
Casa Huesped Kiwi,4.5,,"Calle 23F # 96 I - 17, Bogota 110911 Colombia",https://www.tripadvisor.com,Excellent,130000.0,12640108
Stay Blue Hotel,3.5,,"Av Ciudad de Cali 22 43 -18, Bogota 110911 Colombia",https://www.tripadvisor.com,Very good,126271.0,7201524
Hotel Platinum Suite,4.0,,"Av Esperanza No. 40 -76, Bogota Colombia",https://www.tripadvisor.com,Very good,215000.0,674326
Ayenda Palermo Plaza,3.0,,"Carrera 19 45 28, Bogota 110010 Colombia",https://www.tripadvisor.com,Average,104263.0,4227551
Hotel Morrison 84 by Sercotel,4.5,,"Calle 84cbis N 13-54, Bogota 110731 Colombia",https://www.tripadvisor.com,Excellent,493900.0,307528
Charlies Place Hotel,4.5,,"Carrera 8d # 106-84 Barrio Chico Miranda, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,,1603347
"The Artisan D.C. Hotel, Autograph Collection",4.5,+1 844-631-0595,"Calle 72 5 51, Bogota 110231 Colombia",,Excellent,848815.0,7182806
Viaggio 617,4.0,,"Calle 61 7 18, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,169299.0,2433923
Hotel La Gran Fortaleza,3.5,,"Calle 67 22-09, Bogota 111221 Colombia",https://www.tripadvisor.com,Very good,70000.0,7119176
"Casa Posada A""melia",3.0,,"cra 73 b bis 24 d 85 Modelia House of gray bars located in front of a park, Bogota 110621 Colombia",https://www.tripadvisor.com,Average,,5009599
Hotel Confort 80 Zona Rosa,4.0,,"Carrera 16a # 79-85, Bogota 110221 Colombia",https://www.tripadvisor.com,Very good,261697.0,1840754
Hotel Gran Marquez,3.0,,"Av Caracas 51 09, Bogota 110311 Colombia",https://www.tripadvisor.com,Average,111078.0,2668110
Mandala Hostel Bogota,4.5,,"Carrera 77a 63-21 Villa Luz, Bogota 111071 Colombia",https://www.tripadvisor.com,Excellent,,13875442
Hotel Harrington 63,5.0,,"Carrera 3 6a 59 22, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,160000.0,6109481
DoubleTree By Hilton Hotel Bogota,4.5,+1 855-605-0318,"Transversal 21 98 20, Bogota 110221 Colombia",,Excellent,383040.0,9459742
Hotel Porton Bogota,4.5,,"Calle 84 7 55, Bogota 110221 Colombia",https://www.tripadvisor.com,Excellent,347616.0,306520
The Candelaria House,5.0,,"Calle 9 3 27, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,285000.0,15244178
Matisse Hotel,4.0,,"Calle 67 6-55, Bogota Colombia",https://www.tripadvisor.com,Very good,153274.0,1957995
Palermo Home Bogota,5.0,,"Diagonal 45D 19-23, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,145390.0,23336794
AC Hotel by Marriott Bogota,4.0,+1 571-508-2210,"Calle 85 12 66, Bogota 110221 Colombia",,Very good,653409.0,17789916
Casa Hotel Victoria Av 30,3.0,,"Carrera 30 1 39, Bogota 111411 Colombia",https://www.tripadvisor.com,Average,74592.0,5037357
Lafont Park Hotel,2.0,,"Carrera 98 17 - 34, Bogota 110721 Colombia",https://www.tripadvisor.com,Poor,90000.0,6989666
Acogedor Hostal Usaquen La Parada Del Tren,1.0,,"Carrera 8a 108a 45, Bogota 110111 Colombia",https://www.tripadvisor.com,Terrible,124000.0,21388898
Hotel Arena Suites,2.0,,"Calle 63 # 30 - 10, Bogota Colombia",https://www.tripadvisor.com,Poor,90000.0,17769001
Hostal Palacio Real,1.0,,"Avenida Calle 72 # 74a-91, Bogota 111051 Colombia",https://www.tripadvisor.com,Terrible,,12967288
Hotel Bogota Group Teatro La Castellana Inn,2.0,,"Carrera 49 No. 94 - 34, Bogota 111211 Colombia",https://www.tripadvisor.com,Poor,129000.0,12711802
Grace Hotel,4.5,,"Calle 66 No 6-18, Financial District,, Bogota Colombia",https://www.tripadvisor.com,Excellent,192619.0,5113741
CORA 96 Street,4.0,,"Calle 96 # 9-03, Bogota 110211 Colombia",https://www.tripadvisor.com,Very good,283824.0,1487063
DC Feria Hotel,4.5,,"Calle 22b 43b -04, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,148251.0,5857001
Ayenda 1063 Golden,3.5,,"Carrera 100 22j 19, Bogota 110911 Colombia",https://www.tripadvisor.com,Very good,154107.0,10162696
Hostal Casa Astromelia,5.0,,"Calle 12D #3-07, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,80000.0,18343738
Hotel Ayenda 1087 La Estacion,4.0,,"Carrera 40 No. 22-05 Quintaparedes, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,,3484729
Hilton Bogota Corferias,4.5,+1 855-605-0316,"Carrera 37 # 24-29 Corferias, Bogota 111321 Colombia",,Excellent,677867.0,15326956
Casa Prada,4.5,,"Calle 95 No. 7A-34 Barrio Chico, Bogota 110211 Colombia",https://www.tripadvisor.com,Excellent,,8670951
La Casa De Las Plazas,3.0,,"Calle 12 F # 2-55, Bogota 111711 Colombia",https://www.tripadvisor.com,Average,84692.0,20156975
Radel Bogota Hotel,3.5,,"Calle 24a 44a 59 Barrio Quinta Paredes, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,79500.0,2542907
Estelar Apartamentos Bogota,4.0,,"Calle 127 15a 10, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,407262.0,603707
Blue House Corferias,4.5,,"Calle 22B No 42-52, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,151580.0,12165150
Ayenda Eloina,3.0,,"Calle 46 # 13 - 83, Bogota 110010 Colombia",https://www.tripadvisor.com,Average,90188.0,5958001
Kleinn Hotel Bogota,4.5,,"Av Boyaca 5027, Bogota 111071 Colombia",https://www.tripadvisor.com,Excellent,89980.0,15289194
Hotel Casa Santa Isabel,4.0,,"Cra. 28 #1G-04 Barrio Santa Isabel, Bogota D.C. Colombia",https://www.tripadvisor.com,Very good,,3427580
Hotel Casa Gabriela,3.0,,"Carrera 43a No. 22-24, Bogota 111941 Colombia",https://www.tripadvisor.com,Average,58800.0,6875360
Hotel Retiro 84 by MIJ,4.5,,"Calle 84 9 95, Bogota 110221 Colombia",https://www.tripadvisor.com,Excellent,147435.0,1170285
Hoteles Navi,4.5,,"Calle 24C No 44A-46, Bogota Colombia",https://www.tripadvisor.com,Excellent,,2236936
C&S Habitaciones,4.5,,"Carrera 110B # 65 B 62, Bogota 111031 Colombia",https://www.tripadvisor.com,Excellent,75000.0,15521277
Juliette ApartaSuites,4.5,,"Carrera 3a 58 52, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,2095763
FJ Boutique Hotel,3.5,,"Carrera 43 B Number 24 A 10, Bogota 111941 Colombia",https://www.tripadvisor.com,Very good,93300.0,6755856
Habitacion 5 Minutos Aeropuerto,4.0,,"Calle 23G No. 97-41 Segundo Piso - Casa, Bogota 110911 Colombia",https://www.tripadvisor.com,Very good,69336.0,15467241
Hotel Risot,3.0,,"Avenida Esperanza 40 58, Bogota 111321 Colombia",https://www.tripadvisor.com,Average,,12914313
Casablanca 98 Hotel Ltda,3.0,,"Calle 17A NO. 97-83 Zona de Fontibon, Bogota Colombia",https://www.tripadvisor.com,Average,62000.0,12831756
Hotel San Nicolas Bogota,3.5,,"Calle 38 29 12, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,74100.0,4952917
Hotel EL Dorado,5.0,,"Cra 4 # 12d-02 Candelaria Centro Historico, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,,17440763
Ayenda 1016 Bogota Chapinero,4.0,,"Calle 66 11 77, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,112432.0,15193058
Hotel Ejecutivo Esperanza,2.5,,"Av la Esperanza 47A - 23, Bogota 110911 Colombia",https://www.tripadvisor.com,Average,86950.0,5777673
Hotel Ferias Park,2.0,,"Calle 77 No. 69H - 30, Bogota Colombia",https://www.tripadvisor.com,Poor,165735.0,10254605
Hotel Portal de Los Andes,2.5,,"AV Cra 40 25-45, Bogota 111311 Colombia",https://www.tripadvisor.com,Average,139233.0,15116772
Hotel San Francisco,3.5,,"Carrera 10 No. 23-63, Bogota 601861 Colombia",https://www.tripadvisor.com,Very good,113610.0,1211343
Zitu 106,5.0,,"Calle 106 18a 60, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,,12803537
Ulucaho Hostel,4.0,,"Carrera 31 2b 86-(88) La Candelaria Antigua, Bogota 111631 Colombia",https://www.tripadvisor.com,Very good,88000.0,7066842
Hotel Comic City,3.5,,"Carrera 36a 62 22, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,109092.0,5027552
Richmond Suites Hotel,3.5,,"Calle 93 18 81, Bogota 110211 Colombia",https://www.tripadvisor.com,Very good,168000.0,676490
Hotel Fontanar Usaquen,3.5,,"Carrera 21A No. 159A-28, Bogota Colombia",https://www.tripadvisor.com,Very good,180000.0,10254600
Hotel Bogota DC,4.5,,"Calle 53 70 71, Bogota 111071 Colombia",https://www.tripadvisor.com,Excellent,186378.0,16758859
Faranda Express Belvedere,4.5,,"Carrera 17a No. 100-16, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,126000.0,307014
Hotel JB Mansion,5.0,,"Calle 48 # 70-20 Normandia 1 Sector, Bogota 111071 Colombia",https://www.tripadvisor.com,Excellent,,19730024
Central Apartamentos,5.0,,"Calle 94a # 9-67, Bogota 110211 Colombia",https://www.tripadvisor.com,Excellent,408077.0,4282319
Jazz Apartments,4.5,,"Calle 87 15-35, Bogota Colombia",https://www.tripadvisor.com,Excellent,369636.0,1989672
Bandido Hostel,5.0,,"Carrera 16 # 40A-36, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,80900.0,19088116
Hotel Dorado Ferial,3.5,,"Calle 25 Nro. 38-08, Bogota 10001 Colombia",https://www.tripadvisor.com,Very good,160000.0,6412787
Usaquen Station Hostel,5.0,,"Carrera 6a 116-29 Interior 10, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,120000.0,17544342
Hotel Caps El Dorado By Gh Suites,3.0,,"Ak. 86 #55A - 75 Centro Comercial Nuestro, Bogota 110711 Colombia",https://www.tripadvisor.com,Average,,23926212
Terraza Hotel Bogota,5.0,,"Carrera 43a 24d 18 Barrio Quinta Paredes, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,120000.0,8098948
Lima Limon Candelaria Hostel,4.0,,"Carrera 1 no 12B-15, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,87500.0,2627646
Casa Hostal Norte,4.0,,"Cra. 64 #103c-43, Bogota 111041 Colombia",https://www.tripadvisor.com,Very good,137606.0,6819341
Central House Hotel,4.0,,"Carrera 39 25a 55, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,116656.0,2667970
Apartaestudios La Candelaria,4.5,,"Calle 10 2 40, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,,2464962
Soy Local Parque La 93,3.0,,"Carrera 11a 93b 30, Bogota 110221 Colombia",https://www.tripadvisor.com,Average,180990.0,15551263
Hotel Santa Barbara Usaquen Inn,3.5,,"Carrera 7 bis No 123-66, Bogota 110010 Colombia",https://www.tripadvisor.com,Very good,138362.0,9724725
Hotel Lourdes 62,3.0,,"Calle 62 No 11-15 Chapinero, Bogota 110231 Colombia",https://www.tripadvisor.com,Average,160474.0,6528863
Hotel Turistico Orquidea Dorada,4.0,,"Cra 16 # 18 A 21 Sur Bogota Barrio Restrepo, Sur, Bogota 250057 Colombia",https://www.tripadvisor.com,Very good,,15363693
Ayenda 1079 Bogota Alpes Polo Club,5.0,,"Carrera 24 82 43, Bogota 111211 Colombia",https://www.tripadvisor.com,Excellent,157250.0,8685169
Hotel Bogota Astral,3.0,,"Calle 44 No 7 - 93, Bogota 110001 Colombia",https://www.tripadvisor.com,Average,160000.0,5571377
Hotel Los Tres Pinos,1.0,,"Calle 55 13 62, Bogota 110231 Colombia",https://www.tripadvisor.com,Terrible,,20075170
Hotel Zafiro Boutique,2.5,,"Calle 24 A No 44 - 09, Bogota 110421 Colombia",https://www.tripadvisor.com,Average,95000.0,12207141
Hotel Embajada Real,2.0,,"Carrera 44 No 22A-69, Bogota Colombia",https://www.tripadvisor.com,Poor,117713.0,4967448
Hotel Kensy,1.0,,"Calle 40b Sur #77a -04, Bogota 110851 Colombia",https://www.tripadvisor.com,Terrible,83720.0,9463753
6 Suites,4.0,,"Carrera 3B N. 64 A-06, Bogota 110010 Colombia",https://www.tripadvisor.com,Very good,143500.0,3405143
Hotel Lago Chico Inn,4.0,,"Carrera 79 24, Bogota 110851 Colombia",https://www.tripadvisor.com,Very good,164000.0,5953510
De Pelicula Apartasuites,4.0,,"Cra 42, 22a - 83, Bogota 57 Colombia",https://www.tripadvisor.com,Very good,146188.0,12219970
Hotel Avenida Boyaca,5.0,,"Av Boyaca 51 18, Bogota 111071 Colombia",https://www.tripadvisor.com,Excellent,112987.0,17351762
VL International 82,4.0,,"Carrera 82 25C-88, Bogota 110931 Colombia",https://www.tripadvisor.com,Very good,159500.0,12386991
Granada Hostel,4.0,,"Calle 11 2 75, Bogota 111711 Colombia",https://www.tripadvisor.com,Very good,129000.0,19621988
8010 Urban Living,5.0,,"Carrera 10 80 - 36, Bogota 110221 Colombia",https://www.tripadvisor.com,Excellent,1130000.0,4790123
Ayenda Casa Candilejas,4.5,,"Calle 12D bis # 1 - 07, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,138467.0,10550503
Hotel Ambala,3.0,,"Cra. 5 #12 B-46, Bogota 250017 Colombia",https://www.tripadvisor.com,Average,,531313
Ayenda 1065 Hotel Wess,5.0,,"Cra. 37 #no 25a-56, Colombia El Recuerdo, Bogota Colombia",https://www.tripadvisor.com,Excellent,165704.0,20883532
Agora Suites Hotel,4.5,,"Calle 67a # 60-67 Neighborhood J J Vargas, Bogota 111221 Colombia",https://www.tripadvisor.com,Excellent,174521.0,10766074
Ayenda 1032 Titas House,4.5,,"Diagonal 53D # 23 - 18, Bogota 110010 Colombia",https://www.tripadvisor.com,Excellent,107658.0,5001705
Hotel Casa Lozada,3.0,,"Cra. 16 No. 93-87, Bogota 331201 Colombia",https://www.tripadvisor.com,Average,85500.0,2288603
APARTAMENTOS GALERIAS 52,4.0,,"Carrera 30 # 52-38, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,110000.0,6819483
Hotel Santa Barbara Boutique,4.0,,"Calle 124 Nº 15 - 84 Santa Barbara, Bogota 110831 Colombia",https://www.tripadvisor.com,Very good,245200.0,7779571
Hotel Dorado Gold Airport,3.0,,"Avenida Calle 53 # 73 - 49 Barrio Normandia, Bogota 111071 Colombia",https://www.tripadvisor.com,Average,129375.0,6467933
Ayenda 1030 Elegant Suite,3.0,,"Av Boyaca N. 51-62, Bogota 111071 Colombia",https://www.tripadvisor.com,Average,109748.0,4953738
Casa Luna de Paso,5.0,,"CR 96k 23H 20 1st Floor, Bogota 110911 Colombia",https://www.tripadvisor.com,Excellent,80000.0,17585922
Hotel Ayenda Normandy,3.5,,"Carrera 14A # 68 - 25, Bogota 110010 Colombia",https://www.tripadvisor.com,Very good,117941.0,6534802
Icon Apartasuites,5.0,,"Carrera 9 48 08 Chapinero, Bogota 110311 Colombia",https://www.tripadvisor.com,Excellent,117062.0,13981621
Hotel Casa Antigua,5.0,,"Carrera 40 22b 17 Teusaquillo, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,,2343047
ApartaSuites & Hotel Teusaquillo,3.0,,"Carrera 16 No 28A-24, Bogota 110621 Colombia",https://www.tripadvisor.com,Average,119999.0,6560498
Zana Hotel Boutique,4.5,,"Carrera 5 119 31, Bogota 110111 Colombia",https://www.tripadvisor.com,Excellent,150000.0,13476772
Hotel Blue Zafiro,3.5,,"Calle 25 39 90, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,88990.0,10210848
Hotel Casa Normandia,3.0,,"Carrera 71 B No. 53 – 82 Barrio Normandía, Bogota 111071 Colombia",https://www.tripadvisor.com,Average,,2096465
Hotel Ecoferia Boutique,3.0,,"Av La Esperanza 63, Bogota 110931 Colombia",https://www.tripadvisor.com,Average,51257.0,5603828
Hotel Burana,3.5,,"Carrera 36a 58a 22, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,159990.0,10067024
Hemma Suites Bogota,1.5,,"Calle 134 9a- 92, Bogota 110121 Colombia",https://www.tripadvisor.com,Poor,191959.0,15759086
Hotel Ejecutivo Calle 57 Inn,2.5,,"Calle 57 # 18-25, Bogota 111321 Colombia",https://www.tripadvisor.com,Average,120000.0,12196871
Hotel Feria Imperial,1.0,,"Carrera 36 25b 15, Bogota 111321 Colombia",https://www.tripadvisor.com,Terrible,122400.0,12959360
Hotel Scala 68,4.0,,"Calle 68 4A 69 Calle 68 No. 4a - 69, Bogota 110821 Colombia",https://www.tripadvisor.com,Very good,170047.0,6592214
Residencial 10,5.0,,"Calle 12d # 4-10, Bogota 250055 Colombia",https://www.tripadvisor.com,Excellent,140000.0,10515966
Casa 95,4.0,,"Calle 95 # 9-92, Bogota 110211 Colombia",https://www.tripadvisor.com,Very good,340407.0,2038678
Cedron Hostel,5.0,,"Calle 9 #2-05 Candelaria Centro Historico, Bogota 111711 Colombia",https://www.tripadvisor.com,Excellent,140000.0,17563763
Hotel Expo Inn,3.5,,"Calle 24b 44a 44, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,142000.0,2313303
Hotel Bogota Inn - Suites Park Way Inn,4.0,,"Calle 39 A No. 24 - 26, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,119000.0,2538076
Travelers Apartamentos & Suites - Condominio Plenitud,3.5,,"Av. Calle 127 No.15-36, Bogota Colombia",https://www.tripadvisor.com,Very good,245000.0,3607192
Hotel Ayenda 1040 Aces del Dorado,4.0,,"Calle 22k 100 39, Bogota 110911 Colombia",https://www.tripadvisor.com,Very good,117739.0,6893913
100 Wonderful House,4.0,,"Carrera 63 98 - 66, Bogota 111121 Colombia",https://www.tripadvisor.com,Very good,,2186525
Hotel Casa Guillermo,5.0,,"Carrera 20 72 A-17, Bogota 111211 Colombia",https://www.tripadvisor.com,Excellent,58800.0,12213143
Mika Suites,4.5,,"Calle 70a #4-08, Bogota 111051 Colombia",https://www.tripadvisor.com,Excellent,230000.0,4513464
Apartamentos 5 Elementos,4.0,,"Calle 25b 40 67, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,231200.0,2049215
Hotel Coco,5.0,,"Calle 70A N 5 - 44, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,430948.0,24876231
Cyan Hotel Confort Bogota,4.5,,"Cr 70c No 48 a 51 Barrio Normandía, Bogota Colombia",https://www.tripadvisor.com,Excellent,175000.0,2519671
Hotel Maceo Chico,4.0,,"Calle 101 #13A - 22 Chico, Bogota 110111 Colombia",https://www.tripadvisor.com,Very good,,13154982
Hotel Boutique Mendoza,4.0,,"Carrera 81d 25d 41, Bogota 110931 Colombia",https://www.tripadvisor.com,Very good,,6902734
Residence Inn Bogota,4.5,+1 844-631-0595,"Calle 90 16 30, Bogota 110221 Colombia",,Excellent,824645.0,23192566
North House Hostel,3.5,,"Calle 78 24 10, Bogota 111211 Colombia",https://www.tripadvisor.com,Very good,79242.0,1837096
Cerca Aeropuerto El Dorado,3.0,,"Calle 70g 111a6-111a98, Bogota 111031 Colombia",https://www.tripadvisor.com,Average,,14919633
Hotel Salitre Real,4.0,,"Av la Esperanza Numero 40-71, Bogota 110911 Colombia",https://www.tripadvisor.com,Very good,142500.0,3198086
Edificio Percales,3.0,,"Carrera 14 77 21, Bogota 110221 Colombia",https://www.tripadvisor.com,Average,150000.0,4560405
Hotel Apartasuite Normandia,5.0,,"Avenida Boyaca No. 51 - 08, Bogota Colombia",https://www.tripadvisor.com,Excellent,,4187518
Villa Suite Emanuel,5.0,,"Calle 127 D 70c - 93, Bogota 111121 Colombia",https://www.tripadvisor.com,Excellent,,14867618
Hotel Fontana Di Trevi,3.0,,"Calle 25 Bis, 39-53, Bogota 111321 Colombia",https://www.tripadvisor.com,Average,,19979609
Familia Lombana,5.0,,"621 Calle 19 Sur, Bogota 110411 Colombia",https://www.tripadvisor.com,Excellent,,23217078
Hotel Ejecutivo Embajada,2.5,,"Calle 24b 44a 22, Bogota 111321 Colombia",https://www.tripadvisor.com,Average,,5775152
Hotel Santiago Plaza,2.5,,"Calle 53s 24c No 43-10, Bogota 110611 Colombia",https://www.tripadvisor.com,Average,,6548762
Galerias Inn,2.0,,"Carrera 23 53 A - 43, Bogota 111221 Colombia",https://www.tripadvisor.com,Poor,,2624408
Hotel Bogota City,2.5,,"Calle 24 A No. 43 - 13, Bogota 110001 Colombia",https://www.tripadvisor.com,Average,,5521304
Ayenda 1045 Boutique Aeropuerto,1.0,,"Carrera 98a No. 22h 69, Bogota 110221 Colombia",https://www.tripadvisor.com,Terrible,124903.0,20924485
Hotel Parque 63,3.5,,"Calle 63 36 21 Teusaquillo, Bogota 111221 Colombia",https://www.tripadvisor.com,Very good,222640.0,5003996
Espacio 94 Suites,4.5,,"Carrera 18 93B-52 Chico, Bogota 110221 Colombia",https://www.tripadvisor.com,Excellent,220228.0,8628015
Breton Hill Hotel,3.5,,"Cr 11 No 93A - 37, Bogota 110221 Colombia",https://www.tripadvisor.com,Very good,238000.0,677321
Hostal R10,3.5,,"Calle 12 B Carrera 5 No 07, Bogota 110921 Colombia",https://www.tripadvisor.com,Very good,107667.0,17501491
Hotel Bogota Expocomfort,3.5,,"Bogota-Colombia Calle 25 # 40-17 Barrio Quinta Paredes, Bogota 571 Colombia",https://www.tripadvisor.com,Very good,,2513460
Ayenda Abitare 56 Hotel,4.0,,"Calle 56 7 79, Bogota 110231 Colombia",https://www.tripadvisor.com,Very good,149661.0,2044765
EM Budget Hotel,4.0,,"Carrera 40 No.25 B 16, Bogota 111321 Colombia",https://www.tripadvisor.com,Very good,,21125481
The Orchids Hotel,4.5,,"Calle de los Amigos Carrera 5 # 10 55, Bogota 010010 Colombia",https://www.tripadvisor.com,Excellent,,4114635
Casa Hotel Victoria,4.5,,"Diagonal 115a 70b 48 No. 70B-48, Bogota 111121 Colombia",https://www.tripadvisor.com,Excellent,,3373310
Hotel Andino Real,4.0,,"Calle 33a 17 17-70, Bogota 111311 Colombia",https://www.tripadvisor.com,Very good,91000.0,8020524
Hotel Colonial Inn,4.0,,"Calle 5 5 6-31, Bogota 110321 Colombia",https://www.tripadvisor.com,Very good,66000.0,9989708
Lugano Suites,4.5,,"Calle 70a 7 62 Calle 70A # 7-62, Bogota 110231 Colombia",https://www.tripadvisor.com,Excellent,,633858
Hotel Mont Bleu,5.0,,"Carrera 38 Numero 25 35 Teusaquillo, Bogota 111321 Colombia",https://www.tripadvisor.com,Excellent,139713.0,12279128
103 Wonderful House,4.0,,"Carrera 103c 16 Barrio Puente Largo, Bogota 111011 Colombia",https://www.tripadvisor.com,Very good,445829.0,3405376
Celebrities Suites,4.5,,"Calle 74 No. 10-33, Bogota 111061 Colombia",https://www.tripadvisor.com,Excellent,,736075
The Palma Home,5.0,,"Calle 154 17 17-04, Bogota 110131 Colombia",https://www.tripadvisor.com,Excellent,,10449949
Rivera Inn Hotel,4.5,,"Calle 22 43a 48, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,,8023783
Hotel Suna Bacata,4.0,,"Carrera 33 A 31-17, Bogota 111811 Colombia",https://www.tripadvisor.com,Very good,,5009933
Travelers Edificio Fontana Plaza,3.5,,"Avenida 15 # 127-66, Bogota 110121 Colombia",https://www.tripadvisor.com,Very good,233839.0,1785843
Aparta Suites Mirador del Recuerdo,4.5,,"Carrera 39a No. 25-50, Bogota 111631 Colombia",https://www.tripadvisor.com,Excellent,,2333470
ApartaSuites & Hotel Plaza 36,5.0,,"Carrera 16 36 55, Bogota 111311 Colombia",https://www.tripadvisor.com,Excellent,,23981834
Hotel Castellana Inn,4.5,,"Calle 94 No. 49A-18, Bogota 110211 Colombia",https://www.tripadvisor.com,Excellent,119000.0,4570960
Hotel Casa Mahanaim,4.0,,"Av Carrera 40 N. 24C-11, Bogota Colombia",https://www.tripadvisor.com,Very good,,5003573
Hotel Metro 26,3.0,,"Carrera 44a 24a 74, Bogota 111321 Colombia",https://www.tripadvisor.com,Average,,8677777
